Wild_Type_Gene_Frequency,Num_Wild_Gene
0.995045,198024
0.99013,197115
0.980436,197650
0.960219,193463
0.921493,184293
0.847924,168067
0.718844,143349
0.514826,103095
0.266114,53309
0.0713709,14136
0.00552472,1101
5.03E-05,10
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
NAN,NAN
0.9949,199370
0.990062,197662
0.979975,196536
0.960187,192145
0.923188,185583
0.850425,171808
0.72167,144790
0.519498,103908
0.267267,53648
0.0698293,14091
0.00479857,961
2.52E-05,5
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
NAN,NAN
0.995057,198281
0.990047,197445
0.980355,196767
0.960844,193364
0.922689,183139
0.852356,171049
0.725272,144773
0.525908,105699
0.276268,55131
0.0757861,15161
0.00588306,1176
5.00E-05,10
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
NAN,NAN
0.994943,198505
0.990285,197249
0.980978,196170
0.962123,192946
0.926735,185323
0.857096,171558
0.735049,147564
0.537714,107275
0.289609,58183
0.0847856,16901
0.00715853,1429
2.01E-05,4
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
NAN,NAN
0.994681,200645
0.988956,197544
0.979029,195099
0.957765,191940
0.917305,184802
0.841743,168416
0.709374,141872
0.504083,100620
0.255176,51322
0.0639153,12797
0.00460763,925
0.000224856,45
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
NAN,NAN
0.995032,198278
0.989627,196625
0.980246,196055
0.960581,192704
0.922846,184128
0.85191,170532
0.727029,145275
0.524413,104978
0.275705,55280
0.0764205,15322
0.00551848,1103
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
NAN,NAN
0.995208,199995
0.990369,197135
0.980976,197184
0.961414,192056
0.923707,184564
0.851265,171712
0.726333,146237
0.528442,104846
0.278334,55722
0.0782873,15657
0.00586614,1175
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
NAN,NAN
0.995049,199786
0.989835,197375
0.980625,197343
0.962021,193370
0.92643,185625
0.859139,171467
0.737158,147240
0.541809,108300
0.293613,59035
0.0886421,17688
0.00800614,1617
8.47E-05,17
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
NAN,NAN
0.994652,198455
0.989346,198912
0.979225,195514
0.958665,190989
0.918362,184183
0.843196,169044
0.711716,142225
0.507508,101259
0.255295,50960
0.0641508,12795
0.00456769,913
5.97E-05,12
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
NAN,NAN
0.995265,198219
0.991073,198276
0.982312,197378
0.964302,193034
0.930415,186163
0.864813,174227
0.747592,150278
0.557975,111489
0.311889,62555
0.094744,18927
0.00785784,1584
2.00E-05,4
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
NAN,NAN
0.992666,198291
0.984898,197602
0.970394,193087
0.941921,186248
0.888393,178599
0.78558,157614
0.617978,123446
0.38438,76444
0.145768,29171
0.0221296,4425
0.0003753,75
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
NAN,NAN
0.992678,199441
0.984935,197511
0.970428,193550
0.941721,188687
0.885895,178141
0.783784,156194
0.616869,123897
0.383883,77628
0.147698,29591
0.0213016,4246
0.000579716,116
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
NAN,NAN
0.992853,199621
0.986113,198266
0.972588,193584
0.946824,188668
0.896456,180738
0.803821,161753
0.64339,129378
0.417102,83412
0.175109,35274
0.0297341,5952
0.001308,263
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
NAN,NAN
0.992548,199514
0.984395,197255
0.969815,194186
0.939706,187182
0.88367,176681
0.784321,156930
0.616721,123729
0.38022,75866
0.144744,28974
0.0209817,4189
0.000395926,79
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
NAN,NAN
0.99226,200000
0.984215,196526
0.968067,194502
0.936644,187990
0.875761,175478
0.769584,153726
0.59244,118507
0.352386,70177
0.125518,25074
0.0171618,3434
0.000338834,68
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
NAN,NAN
0.992663,198612
0.985758,196988
0.971492,194207
0.94304,188542
0.889231,176845
0.788873,158016
0.623305,123943
0.389248,77908
0.150956,30107
0.0247059,4964
0.000554274,111
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
NAN,NAN
0.992595,198116
0.984703,197490
0.968647,193433
0.937835,189587
0.879435,176193
0.776227,154955
0.604991,120957
0.365291,72598
0.134935,26749
0.0194059,3858
0.000338656,68
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
NAN,NAN
0.99263,199066
0.984918,196365
0.970119,194961
0.940317,188481
0.882936,177184
0.782596,155710
0.614801,123189
0.372666,74074
0.138083,27641
0.0202757,4051
0.000588804,117
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
NAN,NAN
0.992063,199490
0.983891,198437
0.967214,194944
0.935151,187509
0.873588,174134
0.764174,152740
0.58364,116679
0.344711,69038
0.117054,23272
0.0121074,2416
0.000215446,43
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
NAN,NAN
0.993173,200313
0.986781,198195
0.973682,197233
0.947622,190455
0.897374,180015
0.80568,161136
0.646383,129468
0.417364,83447
0.1724,34600
0.0302563,6069
0.000709577,141
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
