Wild_Type_Gene_Frequency,Num_Wild_Gene
0.980452,192351
0.979186,188975
0.97823,189219
0.978505,189468
0.97773,189799
0.976722,189193
0.976108,186540
0.975483,186290
0.975152,188060
0.975554,187679
0.97517,189179
0.974501,186580
0.973475,185299
0.971933,185371
0.97109,185150
0.970753,184410
0.969147,183632
0.967984,184219
0.967012,184241
0.964871,183310
0.963736,184224
0.962328,182723
0.960786,181237
0.958244,179847
0.956676,178510
0.954034,178057
0.949848,176951
0.947043,174968
0.943069,173470
0.938796,172117
0.93482,170773
0.929565,169692
0.922682,166461
0.915777,163719
0.907795,160106
0.895479,156888
0.880054,151459
0.862404,146174
0.839229,138654
0.808045,130425
0.767134,119653
0.706321,106759
0.616917,88535
0.481632,67101
0.300332,40686
0.118578,17066
0.0225529,3639
0.00137682,245
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
NAN,NAN
0.98061,191364
0.980239,189045
0.980455,189169
0.980254,189238
0.980292,189608
0.980061,190175
0.97831,189123
0.977807,187690
0.977339,188210
0.976671,187847
0.976087,187803
0.97573,187465
0.974479,187441
0.972704,185269
0.971416,186304
0.970393,184266
0.968968,184073
0.968334,185926
0.966954,184667
0.96501,183709
0.962143,180983
0.959219,180429
0.956835,179219
0.953812,177163
0.951203,176899
0.946936,176240
0.943559,174649
0.941498,173183
0.935392,172518
0.930257,169076
0.922824,166125
0.914393,164589
0.905239,160001
0.892804,155814
0.878281,150453
0.856894,145367
0.832031,136919
0.795726,127278
0.747375,116021
0.671848,99592
0.569477,79589
0.411382,55971
0.217872,30048
0.0678031,10139
0.00945525,1592
0.000458088,83
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
NAN,NAN
0.980916,192085
0.980413,190610
0.980333,190014
0.9791,188420
0.977949,188265
0.977472,188400
0.976622,188949
0.975778,188331
0.975679,188025
0.975647,189260
0.974853,187160
0.973984,188575
0.972239,188243
0.97157,184781
0.970325,186444
0.969655,185877
0.969844,185116
0.967662,183850
0.966078,184689
0.963394,181964
0.96186,181428
0.959162,181038
0.955831,180373
0.953107,178435
0.950376,176327
0.945235,174135
0.941617,172203
0.937714,171928
0.932133,169473
0.926285,168658
0.919017,165969
0.910543,162277
0.901805,158577
0.889315,154104
0.873681,149368
0.853275,143811
0.825328,135197
0.790249,126089
0.740533,114442
0.664154,97466
0.5571,79155
0.394803,53634
0.19946,27547
0.0554629,8377
0.00618059,1043
4.94326e-05,9
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
NAN,NAN
0.980612,191794
0.980676,190565
0.979739,189458
0.978718,189934
0.979099,190004
0.978841,190641
0.978094,190478
0.977216,189402
0.976017,188834
0.974748,188105
0.974082,188483
0.971947,186507
0.971164,185910
0.968917,183912
0.968055,185125
0.967052,185409
0.963413,182954
0.961079,181146
0.960172,179291
0.958685,180852
0.956516,179781
0.953506,178710
0.950965,176598
0.946669,174988
0.94326,174639
0.939932,172094
0.934322,170383
0.927792,168756
0.921645,166110
0.912912,163760
0.904131,158892
0.89261,154575
0.878117,149387
